name_a,name_b
MID, Midway Islands (ISO 3166 trigram; obsolete 1986)
MIDI, Musical Instrument Digital Interface
MIDAS, Man-machine Integration Design and Analysis System
MIDS, Multi-Function Information Distribution System
MIFC, Military Industrial Financial Complex
MIFG, Shallow Fog (METAR Code)
MIFPC, Military Industrial Financial Pharmaceutical Complex
MIKE, Monitoring of Illegal Killing of Elephants
MIL, Man-In-the-Loop
MILAN," Missile d´infanterie léger antichar (French, ""Anti-Tank Light Infantry Missile"")"
MILC, Mirrorless interchangeable-lens camera
MILES, Multiple Integrated Laser Engagement System (live combat simulation)
MILSATCOM, Military Satellite Communications
MILSET," Mouvement International pour le Loisir Scientifique Et Technique (French, ""International Movement for Leisure Activities in Science and Technology"")"
MILSTRIP, Military Standard Requisitioning and Issue Procedure DLMSO MILSTRIP Manual
MIMAROPA," Mindoro, Marinduque, Romblon, Palawan (a region in the Philippines)"
MIMOSA, MIcroMeasurements Of Satellite Acceleration
MIMPT, Member of the Institute of Maxillofacial Prosthetists and Technologists
MIPC, Military Industrial Pharmaceutical Complex
MIRA, MILAN Infra-Red Acquisition (thermal sight)
MIRV, Multiple Independent Reentry Vehicle
MISREP, Mission Report
MISSI, Multilevel Information System Security Initiative
MITL, Man-In-The-Loop
MITS,see entry
mJ, Millijoule
MJD, Modified Julian Day
MJP, Military Judgement Panel
mk, Macedonian language (ISO 639-1 code)
mK, Millikelvin
mkd, Macedonian language (ISO 639-2 code)
MKG, Michael Kidd-Gilchrist (American basketball player)
MKO," Mojahedin-e-Khalq Organization (Persian, ""People's Mujahedin of Iran"")"
MKSA, Metre-Kilogram-Second-Ampere (system of units)
ml, Malayalam language (ISO 639-1 code)
mL, Millilitre
MLB, Major League Baseball
MLC, Member of the Legislative Council (in India)
MLE, Maximum likelihood estimation
mlg, Malagasy language (ISO 639-2 code)
MLHW, Mean Lower High Water (nautical charts)
MLI, Mali (ISO 3166 trigram)
MLK," Martin Luther King, Jr."
MLL, Major League Lacrosse
MLLW, Mean Lower Low Water (nautical charts)
MLP,My Little Pony
MLRS, Multiple-Launch Rocket System
MLSR," Missing, Lost or Stolen Report"
mlt, Maltese language (ISO 639-2 code)
MLT, Malta (ISO 3166 trigram)
MLVW," Medium Logistics Vehicle, Wheeled"
MLW, Mean Low Water (nautical charts)
MLWN, Mean Low Water Neaps (nautical charts)
MLWS, Mean Low Water Springs (nautical charts)
mm, Millimetre
Mm, Megametre
MM, Military Medal -  Myanmar (ISO 3166 digram) - Two Thousand (in Roman numerals)
MMA, Mixed martial arts - Moving Mechanical Assembly
MMC," Machinist's Mate, Chief (USN rating) -  Materiel Management Centre"
MMCM," Machinist's Mate, Master Chief (USN rating) -  Magnetic Mine Counter Measure"
MMCS," Machinist's Mate, Senior Chief (USN rating)"
MMEV, Multi-Mission Effects Vehicle
MMI, Man-Machine Interface
MMI, McLean Meditation Institute
MMIC," Mindfulness & Meditation Instructor, Certified"
MMIC, McLean Meditation Institute Certified
MMI, Magical MonkeyZ Inc.
MMK, Burmese kyat (ISO 4217 currency code)
MMO, Massively Multiplayer Online (computer game)
MMOR, Master of Management in Operations Research
MMORPG, Massively multiplayer online role-playing game
MMPR,Mighty Morphin Power Rangers
MMR," Measles, Mumps and Rubella vaccine -  Myanmar (ISO 3166 trigram)"
MMS, Multimission Modular Spacecraft
MMU, Manchester Metropolitan University -  Manned Manoeuvring Unit
MMW," Millimetre Wave (radar, from ""mm Wave"")"
mn, Mongolian language (ISO 639-1 code)
mN, Millinewton
Mn, Manganese
MN, Meganewton - Minnesota (postal symbol) - Monaco (FIPS 10-4 country code) - Mongolia (ISO 3166 digram)
MNB, Multinational Brigade
MND, Motor Neurone Disease -  Multinational Division
MNE, Montenegro (ISO 3166 trigram)
MNG, Multiple-image Network Graphics -  Mongolia (ISO 3166 trigram)
MNMF, Multi-National Maritime Force
MNP, Northern Mariana Islands (ISO 3166 trigram)
MNS, Mission Needs Statement
MNT, Molecular nanotechnology -  Mongolian tugrik (ISO 4217 currency code)
mo, Moldovan language (ISO 639-1 code)
Mo, Molybdenum
MO," Macau (ISO 3166 digram) -  Medical Officer -  Missouri (postal symbol) -  modus operandi (Latin, ""mode of operation"") -  Morocco (FIPS 10-4 country code) [mutual oral]"
MOA,Museum of Art (Brigham Young University)
MOAB, Massive Ordnance Air Blast (official) - Mother Of All Bombs (slang)
MOB, Man Over Board - Marching Owl Band - Movable Object Block
MOC, Macedonian Orthodox Church - Measure Of Capability - Mission Operations Centre - My Own Creation (Lego)
MOCAS, Mechanization Of Contract Administration Services
MoD, Ministry of Defence (United Kingdom) and various other countries
MOD, Magneto-optical disc - Masters of Deception - Minimum Object Distance - Multiple Organ Dysfunction
MoDAF," Ministry of Defence Architecture Framework (""moh-daff"")"
modem, Modulator-Demodulator
ModSAF, Modular Semi-Automated Forces (military simulation)
Moe, Marvel of entertainment
MOE, Measure Of Effectiveness
MOF,(a/i) Ministry of Finance (Japan)
MOFA,(a/i) Ministry of Foreign Affairs (Japan)
MOH,(a/i) Medal of Honor - Music On Hold
MOID, Minimum Orbital Intersection Distance
MOJWA, Movement for Oneness and Jihad in West Africa
mol, Moldovan language (ISO 639-2 code) - mole (unit)
MOLO, Mobile Other Licensed Operator (UK)
MoM, Multiple of the median
MOM, Message Oriented Middleware
MOM, Master's Degree in Oriental medicine
MoMA, Museum of Modern Art (NYC)
mon, Mongolian language (ISO 639-2 code)
MOND, Modified Newtonian Dynamics
MOO, Measure Of Outcome
MOOTW," Military Operations Other Than War (""moot-double-you"")"
MOP, Macau pataca (ISO 4217 currency code) -  Measure Of Performance
MOPE, Ministry of Population and Environment (Nepal) - Most Oppressed People Ever (politics)
MOPP,(i/a) Mission-Oriented Protective Posture
MORP, Meteorite Observation and Recovery Project
MORS, Military Operations Research Society
MOS, Military Occupational Specialty -  Mit Out Sound / Motor Only Sync -  Mobile Object System - Model Output Statistics - Multiplayer Online Services -  Mean Opinion Score
MOSFET, Metal-Oxide-Semiconductor Field-Effect Transistor
MOSS, MObile Submarine Simulator -  Moving Object Support System
MOT, Ministry of Transport (UK)
MOTA, Member of the Orthodontic Technicians Association
MOTESS, Moving Object and Transient Event Search System
MOTO, Mail Order / Telephone Order - Master of the obvious
MOU, Memorandum Of Understanding
MOUT, Military Operations in Urban[ized] Terrain
MOVES," Modeling, Virtual Environments, and Simulation Institute"
MOW, Maintenance of way (also MW)
MOZ, Mozambique (ISO 3166 trigram)
MP, Magic points -  Mauritius (FIPS 10-4 country code) -  Member of Parliament - Military Police - Missouri Pacific -  Northern Mariana Islands (postal symbol; ISO 3166 digram)
mPa, Millipascal
MPa, Megapascal
MPA, Maritime Patrol Aircraft - Master of Public Administration
MPAA, Motion Picture Association of America
MPC, Minor Planet Center - Minor Planet Circular
MPC, Military Payment Certificate
MPEC, Minor Planet Electronic Circular
MPEG, Motion Pictures (Coding) Experts Group
MPEV, Multi-Purpose Engineering Vehicle
MPF, Maritime Prepositioning Force
MPFC, Medial PreFrontal Cortex
MPG, Miles Per Gallon
MPMC, Medial PreMotor Cortex
MPSI, Member of the Pharmaceutical Society of Ireland
MPSoC, MultiProcessor System-on-Chip
MPSRON, Maritime Propositioning Ship Squadron
MQ, Martinique (ISO 3166 digram) - Midway Islands (FIPS 10-4 territory code)
mr, Marathi language (ISO 639-1 code)
MR, Mauritania (FIPS 10-4 country code; ISO 3166 digram)
MRAV, Multi-Role Armoured Vehicle
MRBM, Medium Range Ballistic Missile
MRC, Maintenance Requirements Card
MRD, Motorized Rifle Division
MRE, Meal y to Eat (U.S. military rations)
MRGO," Mississippi River-Gulf Outlet Canal (also referred to as MR-GO or ""Mr. Go"")"
MRGW, Medium-Range Guided Weapon
mri, Māori language (ISO 639-2 code)
MRI, Magnetic Resonance Imaging
MRL, Multiple Rocket Launcher
MRPharmS, Member of the Royal Pharmaceutical Society (Great Britain)
MRS, Magnetic Resonance Spectroscopy
MRSA, Methicillin-resistant Staphylococcus aureus
MRTFB, U.S. Major Range and Test Facility Base
mS, Millisiemens
Ms, Megasecond
msa, Malay language (ISO 639-2 code)
MSD, Minimum Safe Distance
MSDB, Multi Source Data Base
MSDL, Military Scenario Definition Language
MSE, Multiple Subscriber Element
MSEC," Message Security Encryption Code (""emm-sec"")"
MSLP, Mean Sea Level Pressure
MSNBC, Microsoft National Broadcasting Company Cable news channel (see also msnbc.com)
MSO, Multiple System Operator
MSPB, Merit Systems Protection Board
MSSA, Methicillin-susceptible Staphylococcus aureus
"MST- Madison Symmetric Torus,Mountain Standard Time (UTC-7 hours),MST3K or MST3k", Mystery Science Theater 3000
mt, Maltese language (ISO 639-1 code)
mT, Millitesla
Mt, Meitnerium
MTBF, Mean time between failures
MtF, Male-to-female transsexual
MTG, Magic: The Gathering
"MTL- Maltese lira (ISO 4217 currency code), Mean Tide Level (nautical charts)* MTM", Methods-Time Measurement
MTOE," Modified Table of Organization and Equipment (""emm-toe"")"
MTQ, Martinique (ISO 3166 trigram)
MTT, Methylthiazol tetrazolium (assay)
MTU," Tankovei Mostoukladchik (Russian Танковый Мостоукладчик, ""Tank Bridge-Layer"") †"
MTVL," Mobile Tracked Vehicle, Light"
MTWS, MAGTF Tactical Warfare System
MU, Mauritius (ISO 3166 digram) - Oman (FIPS 10-4 country code; from Muscat)
MUA, Meritorious Unit Award - Military Utility Assessment
MUR, Mauritius rupee (ISO 4217 currency code)
MUS, Mauritius (ISO 3166 trigram)
mV, Millivolt
MV, Maldives (FIPS 10-4 country code; ISO 3166 digram) - Megavolt -  Motor Vehicle - Motor Vessel
MVC, Missouri Valley Conference
MVFC, Missouri Valley Football Conference
MVNO, Mobile virtual network operator
MVR, Maldivian rufiyaa (ISO 4217 currency code)
mW, Milliwatt
MWESH, Machismo Wizards Extended SHelter (operating system)
MWI, Malawi (ISO 3166 trigram)
MWK, Malawian kwacha (ISO 4217 currency code)
MWOA, Mount Wilson Observatory Association
MWR," Morale, Welfare, and Recreation"
MWTB, Mounted Warfare Test Bed
MX, Mail Exchange -  Mexico (FIPS 10-4 country code; ISO 3166 digram) -  Missile eXperimental
MXN, Mexican peso (ISO 4217 currency code)
my, Burmese language (ISO 639-1 code)
MY, Malaysia (FIPS 10-4 country code; ISO 3166 digram)
mya, Burmese language (ISO 639-2 code) -  million years ago
MYOB, Mind Your Own Business
MYR, Malaysian ringgit (ISO 4217 currency code)
MYS, Malaysia (ISO 3166 trigram)
MYT, Mayotte (ISO 3166 trigram)
MZ," Mach-Zehnder (interferometer) -  Magnetic Azimuth -  Move, Zig (Zero Wing) -  Mozambique (FIPS 10-4 country code; ISO 3166 digram)"
MZN, Mozambique metical (ISO 4217 currency code)
n, Nano
N, Newton - Nitrogen - North
N3F, National Fantasy Fan Federation
na, Nauruan language (ISO 639-1 code)
nA, Nanoampere
Na, Sodium (Latin Natrium)
NA, Namibia (ISO 3166 digram) -  Narcotics Anonymous -  National Archives - Negative Acknowledge
NAA, N-Acetylaspartate
NAAD, North American Air Defense
NAAFI," Navy, Army and Air Force Institute (UK) -  No Ambition And Fuckall Interest (RSA army slang)"
NAAK," Mark I NAAK, Nerve Agent Antidote Kit"
NAACP," National Association for the Advancement of Colored People (""N double-A CP"")"
NAAQS, National Ambient Air Quality Standards
NAAWS, NATO Anti-Air Warfare System
NABCI," North American Bird Conservation Initiative (""nab-see"")"
NAC,(i/a) National Agency Check - U.S. Naval Avionics Center - U.S. Navy Advanced Concepts - North Atlantic Council - Northern Area Command
NACA," (U.S.) National Advisory Committee for Aeronautics (1915-1958, became NASA)"
NACC, North Atlantic Cooperation Council
NACISA, NATO Communications and Information Systems Agency
NACMA, NATO Air Command and Control System Management Agency
NACRA, North America Caribbean Rugby Association (more specifically rugby union)
NAD, Namibian dollar (ISO 4217 currency code)
NAEC, U.S. Naval Air Engineering Center
NAF, NATO Architecture Framework -  Naval Air Facility
NAFLD, NonAlcoholic Fatty Liver Disease
NAFO, Northwest Atlantic Fisheries Organization
NAFERA, Native American Free Exercise of Religion Act
NAFTA, North American Free Trade Agreement
NAGPRA, Native American Graves Protection and Repatriation Act
NAI, Named Area of Interest -  Network Access Identifier
NAICS, North American Industry Classification System
NAIL, Neurotics Anonymous
NAILS, National Airspace Integrated Logistics System
NAIRU, Non Accelerating Inflation Rate of Unemployment
NAK, Negative Acknowledge
NAM, Namibia (ISO 3166 trigram)
NAMBLA, North American Man-Boy Love Association
NAMRL, Naval Aerospace Medical Research Laboratory
NaN, Not A Number (computing)
NAO, UK National Audit Office
NAPDD," Non-Acquisition Program Definition Document (""nap-dee-dee"")"
NAPS, Navy Acquisition Procedures Supplement
NARA, (U.S.) National Archives and Records Administration
NARAL, National Abortion Rights Action League
NARDAC, Naval Regional Data Automation Center
NARDIC, U.S. Navy Acquisition Research and Development Information Center
NARPV, National Association for Remotely Piloted Vehicles
NAS, National Academy of Sciences - National Air Space - National Audubon Society - Naval Air Station - New Attack Submarine
NASA, National Aeronautics and Space Administration
NASCAR, National Association for Stock Car Auto Racing
NASDAQ, National Association of Securities Dealers Automated Quotations
NASED, National Association of State Election Directors [1][2]
NASH, Non-Alcoholic Steatohepatitis
NASP, National Aerospace Plane
NASS, National Association of Secretaries of State [3]
NatGeo, National Geographic
NATO, National Association of Theatre Owners - North Atlantic Treaty Organisation
nau, Nauruan language (ISO 639-2 code)
NaUKMA, National University of Kyiv-Mohyla Academy
nav, Navajo language (ISO 639-2 code)
NAV, Navigation[al]
NAVCAMS, Naval Communications Area Master Station
NAVCC, National Audio-Visual Conservation Center
NAVCENT, Naval Forces U.S. Central Command
NAVDAC, Naval Data Automation Command
NAVEUR, Naval Forces U.S. European Command
NAVFE," U.S. Naval Forces, Far East"
NAVFOR, Naval Force
NAVMACS, Naval Modular Automatic Communication Subsystem
NAVNET, Navy Network
NAVS, Non-Cooperative Airborne Vector Scoring
NAVSAT, Navigation Satellite
NAVSPACECOM, U.S. Navy Space Command
NAVSPASUR, U.S. Naval Space Surveillance System
NAVSTAR, Navigation Satellite Timing And Ranging
NAVTACNET, Navy Tactical Network
NAWC, U.S. Naval Air Warfare Center
NAWMP," North American Waterfowl Management Plan (""gnaw-wump"")"
nb, Norwegian Bokmål language (ISO 639-1 code)
Nb, Niobium
NB," New Brunswick (postal symbol) -  nota bene (Latin, ""mark well"")"
NBA, National Basketball Association
NBACC," U.S. National Biodefense Analysis and Countermeasures Center (""enn-back"")"
NBC," National Broadcasting Corporation - Nuclear, Biological, and Chemical"
NBCRS," NBC (Nuclear, Biological, and Chemical) Reconnaissance System"
NBIC," Nanotechnology, Biotechnology, Information Technology, Cognitive Science"
nbl, Southern Ndebele language (ISO 639-2 code)
NBL, National Basketball League (Australia)
NBT, Nitroblue tetrazolium (assay)
nC, Nanocoulomb
NCA, National Command Authority
NCAA," National Collegiate Athletic Association (""NC double A"")"
NCAR, U.S. National Center for Atmospheric Research
NCB, National Codification Bureau
NCCAM, U.S. National Center for Complementary and Alternative Medicine
NCCUSL, National Conference of Commissioners on Uniform State Laws (U.S.)
NCDDR, U.S. National Center for the Dissemination of Disability Research
NCI, U.S. National Cancer Institute
NCL, New Caledonia (ISO 3166 trigram)
NCLR, National Council of La Raza
NCMO, No Commitment Make Out
NCO, Non-Commissioned Officer
NCP, Net Contracted Purchases
NCR, National Cash Register Co.
NCTR, Non-Co-operative Target Recognition
NCW, Network Centric Warfare
nd, Northern Ndebele language (ISO 639-1 code)
Nd, Neodymium
NDAA, U.S. National Defense Authorization Act
NDBP, Non-Departmental Public Body (Scotland)
NDCC," New Directions Counseling Center (Concord, California)"
nde, Northern Ndebele language (ISO 639-2 code)
ndo, Ndonga language (ISO 639-2 code)
NDP, New Democratic Party (Canada)
